category,save_array,save_index,towersmith_field,display_name,import_mapped,notes
theme_owned,towerUnlocked,6,themes.ownedIds (tower-fried-egg),tower-fried-egg,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,7,themes.ownedIds (tower-mush-mush),tower-mush-mush,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,8,themes.ownedIds (tower-turtle),tower-turtle,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,9,themes.ownedIds (tower-cheese),tower-cheese,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,10,themes.ownedIds (tower-cat),tower-cat,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,11,themes.ownedIds (tower-skull),tower-skull,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,12,themes.ownedIds (tower-creepy-clown),tower-creepy-clown,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,13,themes.ownedIds (tower-panda),tower-panda,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,14,themes.ownedIds (tower-tech-tree),tower-tech-tree,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,15,themes.ownedIds (tower-cactus),tower-cactus,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,16,themes.ownedIds (tower-dragon),tower-dragon,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,17,themes.ownedIds (tower-rhino),tower-rhino,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,18,themes.ownedIds (tower-atomic),tower-atomic,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,19,themes.ownedIds (tower-cyber),tower-cyber,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,20,themes.ownedIds (tower-eclipse),tower-eclipse,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,21,themes.ownedIds (tower-event-plasma-ball),tower-event-plasma-ball,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,22,themes.ownedIds (tower-event-north-spirit),tower-event-north-spirit,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,23,themes.ownedIds (tower-event-alien),tower-event-alien,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,24,themes.ownedIds (tower-event-water-droplet),tower-event-water-droplet,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,25,themes.ownedIds (tower-event-cherry-blossom),tower-event-cherry-blossom,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,26,themes.ownedIds (tower-event-neo-turbo),tower-event-neo-turbo,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,27,themes.ownedIds (tower-event-spider),tower-event-spider,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,28,themes.ownedIds (tower-event-sentinel),tower-event-sentinel,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,29,themes.ownedIds (tower-event-autumn-leaf),tower-event-autumn-leaf,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,30,themes.ownedIds (tower-event-invader),tower-event-invader,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,31,themes.ownedIds (tower-event-toast-glass),tower-event-toast-glass,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,32,themes.ownedIds (tower-event-fisherman),tower-event-fisherman,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,33,themes.ownedIds (tower-event-storm-eye),tower-event-storm-eye,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,34,themes.ownedIds (tower-event-noise-tower),tower-event-noise-tower,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,35,themes.ownedIds (tower-event-snowman),tower-event-snowman,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,36,themes.ownedIds (tower-event-pocket-watch),tower-event-pocket-watch,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,37,themes.ownedIds (tower-event-frog),tower-event-frog,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,38,themes.ownedIds (tower-event-marshmallow),tower-event-marshmallow,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,39,themes.ownedIds (tower-event-cthulhu),tower-event-cthulhu,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,40,themes.ownedIds (tower-event-flying-car),tower-event-flying-car,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,41,themes.ownedIds (tower-event-crystal),tower-event-crystal,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,42,themes.ownedIds (tower-event-balloon),tower-event-balloon,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,43,themes.ownedIds (tower-event-heart),tower-event-heart,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,44,themes.ownedIds (tower-event-glitch),tower-event-glitch,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,45,themes.ownedIds (tower-event-brain),tower-event-brain,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,46,themes.ownedIds (tower-event-star),tower-event-star,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,47,themes.ownedIds (tower-event-eye-of-the-lord),tower-event-eye-of-the-lord,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,48,themes.ownedIds (tower-event-bee),tower-event-bee,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,49,themes.ownedIds (tower-event-bunny),tower-event-bunny,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,50,themes.ownedIds (tower-event-prisma),tower-event-prisma,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,51,themes.ownedIds (tower-event-virus),tower-event-virus,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,52,themes.ownedIds (tower-event-howling-wolf),tower-event-howling-wolf,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,53,themes.ownedIds (tower-event-hourglass),tower-event-hourglass,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,54,themes.ownedIds (tower-event-pumpkin),tower-event-pumpkin,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,55,themes.ownedIds (tower-event-dark-tower),tower-event-dark-tower,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,56,themes.ownedIds (tower-event-dive-helmet),tower-event-dive-helmet,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,57,themes.ownedIds (tower-event-starship),tower-event-starship,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,58,themes.ownedIds (tower-event-elite-tower),tower-event-elite-tower,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,59,themes.ownedIds (tower-event-umbrella),tower-event-umbrella,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,60,themes.ownedIds (tower-event-unlucky-cow),tower-event-unlucky-cow,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,61,themes.ownedIds (tower-event-black-cat),tower-event-black-cat,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,62,themes.ownedIds (tower-event-black-hole),tower-event-black-hole,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,63,themes.ownedIds (tower-event-neon-pi),tower-event-neon-pi,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,64,themes.ownedIds (tower-guild-crown),tower-guild-crown,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,65,themes.ownedIds (tower-guild-mech-warrior),tower-guild-mech-warrior,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,66,themes.ownedIds (tower-guild-dj),tower-guild-dj,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,67,themes.ownedIds (tower-guild-pixel-soldier),tower-guild-pixel-soldier,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,68,themes.ownedIds (tower-guild-restless-eye),tower-guild-restless-eye,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,69,themes.ownedIds (tower-guild-shining-star),tower-guild-shining-star,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,70,themes.ownedIds (tower-guild-space-telescope),tower-guild-space-telescope,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,71,themes.ownedIds (tower-guild-bear),tower-guild-bear,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,72,themes.ownedIds (tower-guild-rabbit-in-hat),tower-guild-rabbit-in-hat,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,backgroundUnlocked,0,themes.ownedIds (bg-interstellar),bg-interstellar,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,backgroundUnlocked,1,themes.ownedIds (bg-volcano),bg-volcano,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,backgroundUnlocked,2,themes.ownedIds (bg-plasma-field),bg-plasma-field,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,backgroundUnlocked,3,themes.ownedIds (bg-honeycomb),bg-honeycomb,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,backgroundUnlocked,4,themes.ownedIds (bg-aurora),bg-aurora,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,backgroundUnlocked,5,themes.ownedIds (bg-alien-ship),bg-alien-ship,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,backgroundUnlocked,6,themes.ownedIds (bg-ocean-night),bg-ocean-night,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,backgroundUnlocked,7,themes.ownedIds (bg-sakura),bg-sakura,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,backgroundUnlocked,8,themes.ownedIds (bg-easter),bg-easter,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,backgroundUnlocked,9,themes.ownedIds (bg-retrowave),bg-retrowave,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,backgroundUnlocked,10,themes.ownedIds (bg-prismatic-lines),bg-prismatic-lines,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,backgroundUnlocked,11,themes.ownedIds (bg-cobweb),bg-cobweb,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,backgroundUnlocked,12,themes.ownedIds (bg-matrix),bg-matrix,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,backgroundUnlocked,13,themes.ownedIds (bg-virus-field),bg-virus-field,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,backgroundUnlocked,14,themes.ownedIds (bg-mountain-night),bg-mountain-night,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,backgroundUnlocked,15,themes.ownedIds (bg-sandstorm),bg-sandstorm,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,backgroundUnlocked,16,themes.ownedIds (bg-autumn-forest),bg-autumn-forest,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,backgroundUnlocked,17,themes.ownedIds (bg-haunted-house),bg-haunted-house,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,backgroundUnlocked,18,themes.ownedIds (bg-arcade),bg-arcade,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,backgroundUnlocked,19,themes.ownedIds (bg-new-years),bg-new-years,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,backgroundUnlocked,20,themes.ownedIds (bg-dark-strands),bg-dark-strands,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,backgroundUnlocked,21,themes.ownedIds (bg-deep-sea),bg-deep-sea,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,backgroundUnlocked,22,themes.ownedIds (bg-hyper-space),bg-hyper-space,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,backgroundUnlocked,23,themes.ownedIds (bg-invasion),bg-invasion,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,backgroundUnlocked,24,themes.ownedIds (bg-sunset-river),bg-sunset-river,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,backgroundUnlocked,25,themes.ownedIds (bg-hurricane),bg-hurricane,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,backgroundUnlocked,26,themes.ownedIds (bg-rainfall),bg-rainfall,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,backgroundUnlocked,27,themes.ownedIds (bg-tv-wall),bg-tv-wall,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,backgroundUnlocked,28,themes.ownedIds (bg-abduction),bg-abduction,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,backgroundUnlocked,29,themes.ownedIds (bg-snowstorm),bg-snowstorm,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,backgroundUnlocked,30,themes.ownedIds (bg-forest-of-cats),bg-forest-of-cats,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,backgroundUnlocked,31,themes.ownedIds (bg-event-horizon),bg-event-horizon,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,backgroundUnlocked,32,themes.ownedIds (bg-clock-tower),bg-clock-tower,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,backgroundUnlocked,33,themes.ownedIds (bg-pi-disk),bg-pi-disk,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,backgroundUnlocked,34,themes.ownedIds (bg-koi-pond),bg-koi-pond,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,backgroundUnlocked,35,themes.ownedIds (bg-camping),bg-camping,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,backgroundUnlocked,36,themes.ownedIds (bg-cthulhu),bg-cthulhu,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,backgroundUnlocked,37,themes.ownedIds (bg-cyberpunk),bg-cyberpunk,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,backgroundUnlocked,38,themes.ownedIds (bg-crystal-cave),bg-crystal-cave,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,backgroundUnlocked,39,themes.ownedIds (bg-amusement-park),bg-amusement-park,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,backgroundUnlocked,40,themes.ownedIds (bg-valentine),bg-valentine,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,backgroundUnlocked,41,themes.ownedIds (bg-glitch),bg-glitch,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,backgroundUnlocked,42,themes.ownedIds (bg-neuron),bg-neuron,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,backgroundUnlocked,43,themes.ownedIds (bg-guild-throne-room),bg-guild-throne-room,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,backgroundUnlocked,44,themes.ownedIds (bg-guild-mech-world),bg-guild-mech-world,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,backgroundUnlocked,45,themes.ownedIds (bg-guild-party),bg-guild-party,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,backgroundUnlocked,46,themes.ownedIds (bg-guild-pixel-alien-war),bg-guild-pixel-alien-war,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,backgroundUnlocked,47,themes.ownedIds (bg-guild-crimson-horror),bg-guild-crimson-horror,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,backgroundUnlocked,48,themes.ownedIds (bg-guild-cozy-cosmos),bg-guild-cozy-cosmos,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,backgroundUnlocked,49,themes.ownedIds (bg-guild-supernova),bg-guild-supernova,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,backgroundUnlocked,50,themes.ownedIds (bg-guild-claw-machine),bg-guild-claw-machine,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,backgroundUnlocked,51,themes.ownedIds (bg-guild-magician),bg-guild-magician,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,menuUnlocked,0,themes.ownedIds (menu-dark-being),menu-dark-being,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,menuUnlocked,1,themes.ownedIds (menu-mech),menu-mech,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,menuUnlocked,2,themes.ownedIds (menu-party),menu-party,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,menuUnlocked,3,themes.ownedIds (menu-pixel),menu-pixel,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,menuUnlocked,4,themes.ownedIds (menu-horror),menu-horror,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,menuUnlocked,5,themes.ownedIds (menu-cosmos),menu-cosmos,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,menuUnlocked,6,themes.ownedIds (menu-supernova),menu-supernova,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,menuUnlocked,7,themes.ownedIds (menu-claw),menu-claw,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,menuUnlocked,8,themes.ownedIds (menu-magician),menu-magician,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,profileBannerUnlocked,0,themes.ownedIds (banner-mech),banner-mech,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,profileBannerUnlocked,1,themes.ownedIds (banner-party),banner-party,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,profileBannerUnlocked,2,themes.ownedIds (banner-pixel),banner-pixel,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,profileBannerUnlocked,3,themes.ownedIds (banner-horror),banner-horror,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,profileBannerUnlocked,4,themes.ownedIds (banner-cosmos),banner-cosmos,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,profileBannerUnlocked,5,themes.ownedIds (banner-supernova),banner-supernova,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,profileBannerUnlocked,6,themes.ownedIds (banner-claw),banner-claw,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,profileBannerUnlocked,7,themes.ownedIds (banner-magician),banner-magician,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_selection,selectedTower,—,themes.selection.tower,Selected tower theme,yes,index into towerUnlocked catalog
theme_selection,selectedBackground,—,themes.selection.background,Selected background theme,yes,
theme_selection,selectedMenu,—,themes.selection.menus,Selected menu theme,yes,
theme_selection,selectedProfileBanner,—,themes.selection.banners,Selected banner theme,yes,
module_equipped,moduleEquipped,0,module slot cannon,cannon,partial,level + rarity only; chassis id (infoIndex) not mapped
module_equipped,moduleEquipped,1,module slot armor,armor,partial,level + rarity only; chassis id (infoIndex) not mapped
module_equipped,moduleEquipped,2,module slot generator,generator,partial,level + rarity only; chassis id (infoIndex) not mapped
module_equipped,moduleEquipped,3,module slot core,core,partial,level + rarity only; chassis id (infoIndex) not mapped
workshop_preset,currentWorkshopPreset,—,(not imported),Active workshop preset,no,
